gene,log2FC,pvalue,mean_normal,mean_tumor,adj_pvalue,significant
LGALS12,-4.794561152383485,9.340711079964018e-07,8.250490350941178,3.4559291985576923,9.514420160782557e-06,True
GYG2,-4.661631989861615,9.369232517325969e-07,8.82396514147059,4.1623331516089745,9.537124795897547e-06,True
LOC728730,-1.720104586050057,9.410858477807849e-07,4.760880114852942,3.0407755288028846,9.567853532301354e-06,True
LYVE1,-3.5367597257508483,9.454673364966155e-07,5.899629122794117,2.362869397043269,9.603373626809519e-06,True
SYNPO2,-1.7212126871611177,9.477599757189671e-07,6.226624954806723,4.505412267645605,9.6221431603378e-06,True
LOC102724356,2.279075571276583,9.58923697192942e-07,5.890933774117648,8.17000934539423,9.721796714512323e-06,True
FYN,-1.7988932090120668,9.622228778335843e-07,6.8084351089607855,5.009541899948719,9.73244130992501e-06,True
ALDOC,-3.895274932700227,9.668804054462025e-07,8.132708876411765,4.2374339437115385,9.774980173751678e-06,True
FMO2,-3.908252196925903,9.735903789913997e-07,8.731603362147057,4.823351165221154,9.833626447002303e-06,True
SPIN4,1.5547766234128941,9.770445068380368e-07,6.099543355529413,7.654319978942307,9.854712310228872e-06,True
LOC102723493,-2.997079664008485,9.787710586118793e-07,5.389763082941177,2.392683418932692,9.867526492575959e-06,True
ZNF703,1.724385377639706,9.84965473487028e-07,6.9909493682352934,8.715334745875,9.925350730736772e-06,True
TNMD,-4.1249006058178725,9.876572176732648e-07,6.6350357205294115,2.5101351147115385,9.947841668696967e-06,True
TMEM55A,-2.599095732412331,9.904319080672949e-07,7.068689008941177,4.469593276528846,9.966032102683781e-06,True
PTGER3,-1.9261817014838796,9.90694949122438e-07,5.240654984011764,3.314473282527884,9.966032102683781e-06,True
ITGA7,-3.5302702618583144,9.952194265278482e-07,7.352559420882352,3.822289159024038,9.986814607110388e-06,True
GBE1,-2.419480114120475,1.0005505351407701e-06,11.310830091764707,8.891349977644232,1.0030977940192488e-05,True
JAM2,-1.7460966520067869,1.0178241675152903e-06,6.2356912438529415,4.489594591846155,1.0175889955727036e-05,True
ARHGAP20,-1.8895660032935506,1.0385917506064157e-06,4.3958109427647045,2.506244939471154,1.0345272801275232e-05,True
SHROOM3,1.8815859061110474,1.0430085291269333e-06,3.7394400750588237,5.621025981169871,1.0380803672097729e-05,True
CDH1,2.483844996055147,1.044286363342355e-06,4.191305360382352,6.675150356437499,1.0387648492373264e-05,True
UBE2E2,-1.5439365761402701,1.0524404194325019e-06,8.300624999294117,6.756688423153847,1.0435173452989082e-05,True
OGN,-3.880111375348133,1.1222832255934686e-06,7.437283064352941,3.5571716890048077,1.1011608882410291e-05,True
LHFP,-2.7002657151685536,1.1230968242203038e-06,8.006706903764707,5.306441188596153,1.1014596460564946e-05,True
C3orf55,-2.720225823458145,1.1451384803341008e-06,5.1167179383235295,2.3964921148653846,1.1196643874345953e-05,True
THRSP,-4.906414209249059,1.1474724184985165e-06,9.182201571117648,4.2757873618685895,1.1207930372106278e-05,True
ADRB2,-2.8984063034796383,1.1565878994649661e-06,5.992428423941177,3.0940221204615383,1.1286774562437774e-05,True
PLIN4,-5.962601251694005,1.1736959237537003e-06,10.327660880588235,4.3650596288942305,1.142281210544818e-05,True
HRASLS5,-2.0644030883673645,1.1776924464609692e-06,5.157598240352941,3.0931951519855767,1.145655399243843e-05,True
FXYD1,-3.712503280912331,1.1920947727116981e-06,6.293005964941177,2.5805026840288456,1.1575839500726027e-05,True
NAT8L,-2.561550768699095,1.1927559705226301e-06,6.208994273352941,3.647443504653846,1.1577063895135532e-05,True
ACKR4,-2.667946048372171,1.2123075581692396e-06,5.85243614235294,3.184490093980769,1.172999732602482e-05,True
CIDEC,-6.166547777942873,1.221616443662552e-06,11.46313051652941,5.296582738586538,1.1804230352228366e-05,True
VAMP3,-1.6671695851508286,1.2264873304814438e-06,8.407216457843136,6.740046872692307,1.1840719944206175e-05,True
LIPE,-2.7299713395178173,1.2272973573507459e-06,6.869973943676471,4.140002604158654,1.1843255274881083e-05,True
GPAM,-5.274522031784503,1.23757199003707e-06,10.566090350294118,5.291568318509615,1.1937079805818998e-05,True
