gene,log2FC,pvalue,mean_normal,mean_tumor,adj_pvalue,significant
REEP1,1.9018691980361995,1.1998196425542474e-13,3.406866428117647,5.3087356261538465,1.3519842690969345e-11,True
CXCL10,2.6885000622211535,1.2425057164476478e-13,3.123264692,5.811764754221153,1.392829594577454e-11,True
TK1,1.9537905435361997,1.3173144346057406e-13,3.438793788117647,5.392584331653847,1.469077205809031e-11,True
SLITRK6,2.4990518585339365,1.5352407307933775e-13,3.236210517235294,5.7352623757692305,1.6860372188180063e-11,True
INHBA,2.704739796534124,2.8361837127634e-13,3.8889446387254907,6.593684435259615,2.950040126232508e-11,True
HOXC10,2.5345819467664032,3.136255267870112e-13,3.5819490896470585,6.116531036413462,3.2157764322450174e-11,True
LDHB,-2.4821079482952495,3.3240194176335843e-13,12.892778382352942,10.410670434057693,3.3922245330425756e-11,True
SGK494,1.6136572016954198,3.4852197023580423e-13,3.247599559088235,4.861256760783655,3.5400341906345654e-11,True
BC041025,2.318390018889706,3.756877254473424e-13,3.738601667235294,6.056991686125,3.7629647870616913e-11,True
RARRES3,1.920374410612557,4.1094399491970093e-13,6.286495709647059,8.206870120259616,4.0597138493551274e-11,True
KIAA0247,1.615027499999436,4.556309630002955e-13,7.313623100529411,8.928650600528847,4.440349497527655e-11,True
RP11-747H7.3,2.1200804545347847,4.991775966790916e-13,3.337778234441177,5.4578586889759615,4.736713729891293e-11,True
FANK1,2.2994489042782806,6.403998948791165e-13,4.021755967529412,6.3212048718076925,5.870784629538003e-11,True
FABP5,-3.186900651322963,6.620577913527493e-13,11.213646873294117,8.026746221971154,5.993146575697378e-11,True
ENC1,2.1976488184652148,6.85874822854141e-13,3.842378211558824,6.040027030024039,6.182875746853891e-11,True
OVOL2,1.7638685258518096,8.891505393522543e-13,3.7398838187058825,5.503752344557692,7.851743640361642e-11,True
ZG16B,4.033542743295249,9.060369656604824e-13,4.186467138647058,8.220009881942307,7.96833729758721e-11,True
GATA3,3.99116791504355,9.533284216684009e-13,6.268309667235294,10.259477582278844,8.283237109556568e-11,True
CENPF,1.6866143580395927,1.0129184685762838e-12,3.063021533607843,4.7496358916474355,8.730872935317889e-11,True
CDC20,3.8212638307839373,1.026745297433195e-12,3.467122691235294,7.288386522019231,8.814934329352052e-11,True
LRRC8E,1.7161681849671941,1.056826576015352e-12,2.8653952972058825,4.581563482173077,9.001749201611078e-11,True
NPNT,1.7375673540721155,1.1509160204933197e-12,2.9888792885,4.726446642572116,9.726589102880067e-11,True
PRR15,2.0565398820650462,1.1850499487294662e-12,3.900705727117647,5.957245609182693,9.860982938754616e-11,True
TRPM4,1.721213406167987,1.2403208214360115e-12,3.9656327927647057,5.686846198932693,1.0242114874720653e-10,True
C10orf2,1.5415264601809948,1.340188246813956e-12,3.3629233465882358,4.904449806769231,1.085954034450185e-10,True
SLC52A2,1.7391184314674781,1.406913054674275e-12,5.573745462941177,7.312863894408655,1.1273542199214051e-10,True
PDIA4,1.7107267026620478,1.6252328309557912e-12,6.616081784323529,8.326808486985577,1.2739823296278458e-10,True
TSPAN13,1.7305162723959278,1.6524212729871744e-12,10.757742636411765,12.488258908807692,1.290618564659838e-10,True
ENO2,1.88019767976018,1.6941493685366337e-12,3.4876056744705886,5.367803354230769,1.3184504168449665e-10,True
ERMP1,1.6881749896982479,1.9888468822341934e-12,5.761371684941175,7.449546674639423,1.4992579197608633e-10,True
ZNF692,2.3572842508970595,2.693539489291571e-12,4.41962542435294,6.77690967525,1.9555277466719176e-10,True
CACNB3,1.7030749770353513,3.1582171578868212e-12,4.6046489184117645,6.307723895447116,2.2700341598299461e-10,True
OCIAD2,1.9129015377454754,3.759646816502509e-12,6.797846307235294,8.71074784498077,2.64090775568285e-10,True
SOX11,1.6120970940228134,3.986501602123215e-12,2.402226218647059,4.014323312669872,2.782192327804379e-10,True
CALML5,2.0474074937245472,4.343493085685917e-12,2.84700123182353,4.894408725548077,3.0022834795148504e-10,True
PREX1,1.744052463169683,4.583177550540807e-12,5.163951364676471,6.908003827846154,3.157867716750012e-10,True
RUSC1,1.9895497029111997,5.0636288631124065e-12,4.866199339117647,6.8557490420288465,3.477828903283712e-10,True
RP11-285F7.2,1.6874405221142519,5.257600697605406e-12,5.302950199058824,6.990390721173076,3.599626300401676e-10,True
MMP1,3.2269871030695705,5.5294571851215235e-12,3.083286766882353,6.310273869951923,3.7738109211389324e-10,True
LY6E,2.135785500356901,5.6385337079916305e-12,5.203468048941176,7.3392535492980775,3.8121773991374664e-10,True
STIL,2.2071174290531674,5.78716694824436e-12,5.218284098235294,7.425401527288462,3.900478408886814e-10,True
DEGS2,1.9065885137392535,6.890626053638884e-12,3.854172646058824,5.7607611597980775,4.531267315212075e-10,True
XPO1,1.5832482063229643,7.538681673815188e-12,7.211242097205882,8.794490303528846,4.868638149641541e-10,True
TMC5,1.5552754878738693,7.843853331667654e-12,3.2593277423921565,4.814603230266026,5.020762332267151e-10,True
AP1M2,3.5117152495045247,8.547815345939265e-12,3.383386111264706,6.895101360769231,5.455220796737345e-10,True
SQLE,1.9607311708759902,9.0659765506409e-12,3.7363959270735294,5.69712709794952,5.735157972898125e-10,True
HNRNPU-AS1,2.0534884980073524,9.719110382621428e-12,5.834011090117648,7.887499588125,6.094868206609119e-10,True
KRTCAP3,2.382088281404411,1.0988705862757639e-11,3.8968152574705885,6.278903538874999,6.812053047013224e-10,True
KIAA1522,2.5923927747686646,1.1458055498018491e-11,4.913430966529412,7.505823741298077,7.022522116136828e-10,True
FOXA1,3.5669055898068436,1.3246316327724082e-11,2.9555510447941176,6.522456634600961,8.005141166209791e-10,True
SORL1,1.6393438954255295,1.3548072751688794e-11,5.493354624705882,7.132698520131411,8.164695097013567e-10,True
LMNB2,1.7920056139366518,1.4334937620797065e-11,3.9413795912941176,5.733385205230769,8.614899317387347e-10,True
LOC727820,1.5369646054230777,1.761783012177678e-11,3.8766293265000002,5.413593931923078,1.0333964435932317e-09,True
CLDN7,1.8064331839768104,1.753781366067312e-11,3.8534289587058823,5.659862142682693,1.0333964435932317e-09,True
SMIM20,-2.07117658440837,1.8446391150999183e-11,8.137242494235293,6.066065909826923,1.0699401408897247e-09,True
TSPAN1,1.5823271100407243,2.5271286416362682e-11,3.138967237882353,4.721294347923077,1.4079083865627873e-09,True
POLD1,1.6111585671204756,2.6508152719636422e-11,4.133285218235294,5.744443785355769,1.461257553681001e-09,True
KRT8,3.978741612575792,2.7004654500857705e-11,6.726633789058823,10.705375401634615,1.482857106918925e-09,True
TSTA3,1.8068530795452489,2.75932661231279e-11,6.905629303647059,8.712482383192308,1.5037287470374613e-09,True
TRPS1,2.7341809106365957,2.958902889055397e-11,6.391636250647059,9.125817161283654,1.5884829777844543e-09,True
ATP8B1,1.5560832367714932,3.041000380581399e-11,7.161521337382353,8.717604574153846,1.6285159216306576e-09,True
ERP27,2.2082297781306566,3.15907046933886e-11,3.8296982787058824,6.037928056836539,1.6792749288488018e-09,True
PPP1R10,1.8516968706945702,3.3398228678959e-11,4.489955818382352,6.3416526890769225,1.7411341625765732e-09,True
CANT1,1.516459428487745,3.4233840242630415e-11,5.570199541803922,7.086658970291667,1.7804065712723776e-09,True
RCC2,1.9792149062737545,3.520667255686631e-11,7.350231761764706,9.329446668038461,1.8222400975306282e-09,True
ADD3,-1.8763866576918824,3.655992125797809e-11,9.39498467035294,7.518598012661058,1.86991464873843e-09,True
PLS1,1.5182709873195703,4.1768948370637494e-11,2.826227634882353,4.3444986222019235,2.106459668994737e-09,True
TMEM97,1.9109324838962092,5.0487424877449307e-11,4.37530665939706,6.286239143293269,2.5110239936175074e-09,True
CA12,1.9477910311056865,6.684343746572455e-11,4.05263200564706,6.000423036752746,3.1853695364998913e-09,True
LYPD6B,1.795194634053169,6.893524939154897e-11,3.776426784235294,5.571621418288463,3.2778332320574986e-09,True
TJP3,2.3451705556026585,6.981825343048254e-11,3.734005758411765,6.079176314014424,3.305290838005448e-09,True
MBOAT2,1.7137271504106328,7.143141585206753e-11,4.801413169147059,6.515140319557692,3.366925233027192e-09,True
CLGN,2.0339967217692316,7.411261759288369e-11,2.7754871159999994,4.809483837769231,3.478148550156266e-09,True
LRRC1,1.6220827107386873,7.81792562541176e-11,3.5465738890882355,5.168656599826923,3.6452763126246432e-09,True
MDK,2.4647221312556553,7.846074126229759e-11,4.381597098705883,6.846319229961538,3.65053362840819e-09,True
WDR34,2.29804624961199,8.517242767967448e-11,6.07400511817647,8.37205136778846,3.929009536993086e-09,True
PRKCZ,2.6836710603037326,8.661517621554339e-11,3.9858619017058827,6.669532962009615,3.977183021106219e-09,True
PGAP3,1.6771769512638572,9.241234808959348e-11,4.868242024029412,6.545418975293269,4.173989876656273e-09,True
MYO6,2.036237810668174,1.0181083861037842e-10,5.776350634921569,7.812588445589744,4.504452951606415e-09,True
FAM83H,1.9823946756759039,1.1670111324488582e-10,3.5124971498529414,5.494891825528845,5.059776723553316e-09,True
HSD17B11,-2.224479747576357,1.1746618259183428e-10,9.194001634470586,6.9695218868942295,5.0827617207486685e-09,True
KIF4A,1.9687211893009047,1.2051048806796271e-10,2.9588257013529407,4.927546890653845,5.193713962849349e-09,True
FOXO6,2.259490643057693,1.282533755747845e-10,4.241200479,6.500691122057693,5.505479723334252e-09,True
SYNE4,3.531969593510746,1.568444964991597e-10,3.2570415139411764,6.789011107451922,6.563502285801393e-09,True
RAB17,1.5759666871385742,1.5795823158320735e-10,3.4957404622941177,5.071707149432692,6.592695199684712e-09,True
SCRIB,1.6276067923342747,1.7039777878916802e-10,5.617972929117648,7.245579721451922,7.035412107068035e-09,True
MYB,1.9521215826968321,1.717684394168572e-10,3.025792185764706,4.977913768461538,7.078495593873726e-09,True
CTB-31O20.2,2.1112022242658375,1.7307305039227285e-10,3.8736979791764705,5.984900203442308,7.091733797797013e-09,True
TPBG,1.6420555650458155,1.8059618142614498e-10,5.121763464117647,6.763819029163463,7.289549226034789e-09,True
PKM,1.89273119096182,1.8131782330328488e-10,5.734212290235295,7.626943481197115,7.3050486166975205e-09,True
ROGDI,1.506324254289027,1.9085261474457217e-10,3.9146727574705884,5.420997011759615,7.61825889298675e-09,True
ANKRD35,-2.5389923630152715,1.9262561385539774e-10,6.558799314294117,4.019806951278846,7.674871373409816e-09,True
VAV3,2.204080010663838,2.019629382844539e-10,4.033966414313726,6.238046424977564,7.988058811305594e-09,True
APOBEC3B,2.8038649079230766,2.1095598006252304e-10,3.8618622120000006,6.665727119923077,8.298241143004883e-09,True
ZNF587B,1.696761790608032,2.1301808099090215e-10,5.784350343882353,7.481112134490385,8.364149151067455e-09,True
MCM2,2.4971115889451374,2.208365578377325e-10,4.65653281835294,7.153644407298078,8.624185792092676e-09,True
HN1,2.147484028760746,2.339429596130582e-10,6.183054426941177,8.330538455701923,9.008467683266671e-09,True
BGN,1.6672931616372546,2.410492088379372e-10,5.213655987862745,6.880949149499999,9.230264837537649e-09,True
ESRP1,3.9591697504069567,2.8165665034313427e-10,3.7079610735882356,7.667130823995192,1.0524424231733524e-08,True
PPP1R14B,1.606194236584276,2.829688040541824e-10,8.087184386117647,9.693378622701923,1.0541046459706267e-08,True
RP11-803D5.4,2.265244420052603,3.0654005211129303e-10,3.8936063897647055,6.1588508098173085,1.1298115889996295e-08,True
SUCO,1.5406640776052036,3.2159726641922466e-10,7.379989368529412,8.920653446134615,1.1792808235559196e-08,True
FAM213B,2.0025787552952483,3.4231766767861974e-10,5.64620502364706,7.648783778942308,1.2405431725673262e-08,True
BSPRY,2.9069927972417995,3.6210145022912636e-10,4.55936035467647,7.46635315191827,1.2991815714273879e-08,True
KIF18B,2.380247380640271,3.8300902031905264e-10,3.082728334705882,5.462975715346153,1.3651400584188968e-08,True
SYTL1,3.1411726184377833,3.9671904674922456e-10,3.460928139235294,6.602100757673077,1.4070518977736842e-08,True
RNF183,1.5189540843925338,4.1565807467677235e-10,2.9346652185882354,4.453619302980769,1.464619290819539e-08,True
PABPC1L,1.6864718603414404,4.3639587428547223e-10,3.0790944957450983,4.765566356086539,1.5302147066719923e-08,True
TRIP13,2.187760502224548,4.675893708816363e-10,3.936464488823529,6.124224991048077,1.6316606514555164e-08,True
EPPK1,2.7156782275080324,4.796576553337888e-10,3.241043149682353,5.9567213771903855,1.6579581968823373e-08,True
MEDAG,-1.6346225518631217,5.003808463962288e-10,6.8949005143823525,5.260277962519231,1.7129334828769634e-08,True
SLC16A6,1.8636488374785078,5.08186875882056e-10,3.717206165617647,5.580855003096155,1.734167675032852e-08,True
S100A7,2.3766795122087108,5.293669265130425e-10,2.314499329647059,4.69117884185577,1.8007631218725903e-08,True
ITM2A,-2.6056685667146473,5.388283442285462e-10,9.004609834911763,6.398941268197116,1.8300708363241125e-08,True
LOC728061,1.9667828220407242,5.732581304066871e-10,3.523588293882353,5.490371115923077,1.9258446663584897e-08,True
CRABP2,3.0768118220927603,5.963091733901251e-10,6.5558690181764705,9.63268084026923,1.992736718371243e-08,True
CTPS1,1.8501672656787327,5.968538911507121e-10,3.7675703717058826,5.617737637384615,1.992736718371243e-08,True
PPP1R13L,2.487451128446833,6.619791557317809e-10,3.3300200097647057,5.8174711382115385,2.1732805818296025e-08,True
CREB3L4,3.4766790941295254,8.125405174264245e-10,4.232786212764705,7.709465306894231,2.5738380811889746e-08,True
TMC4,3.8944862838863106,8.42328200792749e-10,4.052218502411765,7.946704786298076,2.6501440781547985e-08,True
EZH2,3.7513939293274885,8.615545516299052e-10,3.4760336014705886,7.227427530798077,2.6975011178745298e-08,True
RAB25,4.22468620577715,8.928802906322339e-10,3.959527662588235,8.184213868365385,2.7715157945234404e-08,True
WNT11,-2.7461676857347275,9.065710405079703e-10,6.185874587705881,3.439706901971154,2.8059605810286035e-08,True
ECHDC1,-2.538104388957862,9.135387366487148e-10,8.769256852558824,6.231152463600962,2.81945942473537e-08,True
LSR,2.9763388524145933,9.431702802704425e-10,4.694285783941176,7.670624636355769,2.8902958942848474e-08,True
GGTA1P,-2.8653943107675346,1.0518540859338897e-09,8.325557650411765,5.460163339644231,3.195266831304865e-08,True
FABP4,-7.002461962301189,1.1198709229612708e-09,12.254531518411765,5.252069556110576,3.374430002544164e-08,True
HOOK1,2.843123431812217,1.1303679810929591e-09,3.9619558127647054,6.805079244576922,3.391887832308762e-08,True
SOX4,2.0148070472223782,1.183923758660648e-09,5.242835495186275,7.257642542408653,3.5378716185943535e-08,True
MELK,2.854548707678167,1.2488971315571583e-09,4.361031847235293,7.21558055491346,3.7115232748954837e-08,True
MTCL1,1.5147349734095021,1.2535335901523669e-09,3.8225321657058826,5.337267139115385,3.720191937304041e-08,True
SLC9A3R1,2.231398793312784,1.2678524126532117e-09,7.067956857235294,9.299355650548078,3.746583702516389e-08,True
LIG1,1.7085093309592763,1.2989672329335127e-09,3.202936165117647,4.911445496076923,3.828767858925961e-08,True
KIF23,1.571819980820984,1.3049298730870356e-09,2.997495450558824,4.569315431379808,3.841109905338505e-08,True
SLC12A8,2.2657970826713796,1.5091587898384096e-09,3.8811323845882355,6.146929467259615,4.347623224787482e-08,True
IRF7,1.902609908359163,1.5544366278686982e-09,5.954013826823529,7.856623735182692,4.448443974066043e-08,True
CHPF2,1.5416975816414018,1.599871887224942e-09,5.750842904647059,7.292540486288461,4.564909700743623e-08,True
CELSR2,1.6139898714852938,1.6873695592425191e-09,3.528523179764706,5.14251305125,4.778303719137684e-08,True
RACGAP1,1.6933148744191167,1.716016547111632e-09,6.5348878887058826,8.228202763125,4.846738641874694e-08,True
EFNA4,2.07653424800509,1.7834955768889657e-09,4.986202235235295,7.062736483240385,4.998177047408391e-08,True
PDZK1IP1,1.9355747160031105,1.9068350902891235e-09,3.6162373965882355,5.551812112591346,5.277526949205855e-08,True
GMFG,-1.9789029766657258,1.9120777822995595e-09,8.31005046111765,6.3311474844519235,5.283244293748528e-08,True
USP54,1.6028607280707021,1.957607489644992e-09,4.366205643823529,5.969066371894231,5.3952659921617064e-08,True
KIF20A,2.313979126672512,2.1051857966711723e-09,3.3002175705294117,5.6141966972019235,5.7290182026390957e-08,True
TFAP2A,1.986019280612557,2.1351826509694893e-09,3.502130580980392,5.488149861592949,5.796069843629222e-08,True
ENPP5,1.7759092571292419,2.1834312392434456e-09,3.138210116029412,4.914119373158654,5.919615897372424e-08,True
HIST2H2BE,2.125970845367081,2.218895123520414e-09,5.1020420404117655,7.228012885778846,5.987094440813022e-08,True
GPRC5A,2.116384473376696,2.4801407907812345e-09,3.919293376078431,6.035677849455127,6.616257214371394e-08,True
RP5-1074L1.4,1.660252917241516,2.534030240292439e-09,3.7704994219411767,5.430752339182693,6.735103716059818e-08,True
IPO4,1.55212916528337,2.5613908877306825e-09,5.256814716764706,6.808943882048076,6.79113870784967e-08,True
JUP,1.9169026226419685,2.5790901745029303e-09,6.872797046117647,8.789699668759615,6.821346690143141e-08,True
MME,-4.363726856071832,2.6958652439101e-09,8.343789961235293,3.9800631051634614,7.086882691615434e-08,True
MB,2.5611761356470586,2.7528786818450715e-09,4.6315361093529415,7.192712245,7.201756986906664e-08,True
C9orf152,1.6178215029196834,2.8084403433332754e-09,2.8992451171764704,4.517066620096154,7.320555039519928e-08,True
GINS1,3.2242768055220585,2.842719528444586e-09,3.8001156403529412,7.024392445875,7.392095793016662e-08,True
KNOP1,1.812178301716064,3.0181305277105563e-09,5.035003504431373,6.847181806147437,7.764239472891543e-08,True
DTL,2.3110984353724544,3.124621166303325e-09,3.644153154882353,5.955251590254807,7.98124898854456e-08,True
CYP2B7P,1.9232516933778285,3.192016545229309e-09,2.623006946352941,4.54625863973077,8.124620936004247e-08,True
TYMP,1.643646243542988,3.2230099413063074e-09,4.609979960764705,6.253626204307693,8.193868399548997e-08,True
EPS8L1,1.673182945759275,3.268078773820092e-09,4.210233073317648,5.883416019076923,8.279260453348676e-08,True
EPN3,2.510603037070984,3.3314800517967767e-09,3.644879909058824,6.155482946129808,8.400532741331383e-08,True
CDCA3,2.06374945107353,3.482194579817926e-09,3.8407049731764706,5.904454424250001,8.699454934683699e-08,True
ADRB1,-1.7697812325797515,3.5432290811512456e-09,4.417374067647059,2.6475928350673077,8.832019261212912e-08,True
AGR2,3.7400331183899906,3.9678779596638795e-09,4.551387657970587,8.291420776360578,9.799662061338816e-08,True
SLC7A5,2.7559401652697977,3.986212261506985e-09,4.416822899470588,7.172763064740385,9.833717477503263e-08,True
EGLN3,1.6596947184773754,4.116806796927354e-09,3.6420529721764705,5.301747690653846,1.0081802296836789e-07,True
CDS1,1.8566276138310247,4.211534133101452e-09,3.6201684934117644,5.476796107242789,1.0284033969486447e-07,True
RP11-196G18.24,1.6842036142647077,4.384134941687078e-09,5.485357243235293,7.1695608575000005,1.0597850219374294e-07,True
FARP1,1.6698042801469457,4.484024187677505e-09,4.437189727858824,6.10699400800577,1.0779095922266981e-07,True
TPD52,3.0775622490117636,4.607707419846547e-09,4.5803507639882355,7.657913012999999,1.1051856987625281e-07,True
SLC39A11,1.681436645109729,4.652080329914559e-09,5.1803693872941174,6.861806032403846,1.1133601541781139e-07,True
PRRG4,1.5320303036052048,4.862288716518308e-09,3.7971002570294115,5.329130560634616,1.1559957844161934e-07,True
PPAT,1.5631194098091061,5.039207369744384e-09,4.737200329676471,6.300319739485577,1.1863248252929243e-07,True
TMEM132C,-3.798931744636314,5.1446300243538825e-09,8.358571309588237,4.559639564951923,1.2085132527350298e-07,True
IGF1,-3.286056257439933,5.317768212226902e-09,7.616285580376471,4.330229322936538,1.2410994096173573e-07,True
GRHL2,2.637696460753393,5.541594968753155e-09,5.592756066823529,8.230452527576922,1.280901785779642e-07,True
ACACB,-3.4183913283832963,5.7726683675636765e-09,8.466638756764707,5.048247428381411,1.3314678052477626e-07,True
AKR1C1,-2.7817374179631207,5.964129015982672e-09,7.039513523682352,4.257776105719231,1.372701396391331e-07,True
STAP2,2.6442472059298643,6.204836196308199e-09,4.864054286647058,7.508301492576923,1.4201992738483107e-07,True
AURKA,1.9535479097456636,6.253200519431884e-09,3.1534200430588233,5.106967952804487,1.427088536264861e-07,True
ANGPTL4,-2.367944548813913,6.374914511142092e-09,6.855018645823528,4.487074097009615,1.4489352823897553e-07,True
IGSF10,-2.554242745599265,6.568950787278862e-09,5.1780805489117645,2.6238378033124996,1.4864747441299854e-07,True
ELF3,2.5172390882822384,6.604815261352208e-09,4.261882416156864,6.779121504439102,1.491598937154019e-07,True
MARVELD3,1.9021107511446074,6.90346206935408e-09,3.8360225536470587,5.738133304791666,1.555795852817453e-07,True
EFNA1,2.6156787583631234,7.134149434665509e-09,6.840505583117648,9.456184341480771,1.6027759399687258e-07,True
TAP1,1.5809436753648196,7.1697102325725e-09,6.505639566529412,8.086583241894232,1.6090942000176976e-07,True
EBF1,-3.90380150259983,7.772118121583402e-09,8.824439561441176,4.920638058841346,1.7317175649892575e-07,True
SH3RF1,1.6336515807084284,7.848050271340162e-09,5.9938366519117645,7.627488232620193,1.7450418049377635e-07,True
TRIM59,2.0430966429768107,8.208456063043773e-09,3.1846862137058825,5.227782856682693,1.808451598003585e-07,True
CDH3,2.774321374842195,8.516481113905572e-09,4.341147714705882,7.115469089548077,1.861152211104516e-07,True
DNMT1,1.895566037223416,8.571507680022732e-09,6.058350784882353,7.953916822105769,1.8712872720211082e-07,True
AF289551,1.9268111814768099,8.996958876532697e-09,3.9243564207058825,5.851167602182692,1.9484404934312803e-07,True
GALNT7,2.5358288606694,9.219419227546657e-09,5.217278502941177,7.753107363610577,1.9886553837285336e-07,True
CD36,-4.413856513796719,9.304687393593795e-09,9.189642375929411,4.775785862132692,2.0010627411570753e-07,True
STARD10,2.042200267635935,9.33822301885021e-09,5.074238053431373,7.116438321067308,2.0062805860260604e-07,True
SH3KBP1,-2.129414696953809,1.0427865601504345e-08,8.597101638431372,6.467686941477563,2.2096657422972234e-07,True
CLIP4,-1.5701331594697399,1.0573541215579985e-08,6.178744693176471,4.608611533706731,2.2383421154508118e-07,True
MUC1,3.111672407738311,1.0615695702551451e-08,4.502931434607843,7.614603842346154,2.2406885514604944e-07,True
DSP,4.97780060908767,1.1517346059565585e-08,5.497520539941177,10.475321149028847,2.3982462175043447e-07,True
CCDC178,-2.17918153541629,1.1644756804126795e-08,4.950672394647059,2.771490859230769,2.414783954785014e-07,True
CEACAM6,3.0513467359903843,1.1733175667271338e-08,3.5091823744999995,6.560529110490384,2.429160340300626e-07,True
NRN1,-3.301801647148756,1.2507274706261612e-08,7.4523743142352945,4.150572667086538,2.5648804575352606e-07,True
SFN,2.8830423265889884,1.2740107251951497e-08,6.019171309039216,8.902213635628204,2.600303965999723e-07,True
SNX3,-1.5835616021907537,1.3150399190465574e-08,11.254632403544118,9.671070801353364,2.6739557000537844e-07,True
LINC01140,-2.4105557102994912,1.3474840353970195e-08,5.39262884682353,2.9820731365240385,2.732222784050095e-07,True
GRP,1.7983207797149316,1.3524588903528542e-08,3.1843434948235294,4.982664274538461,2.737179428698223e-07,True
PIAS3,1.5600421473122168,1.4511168605916144e-08,5.025170269764706,6.585212417076923,2.906936414712924e-07,True
NPR1,-2.5451915141473407,1.5419397956551357e-08,7.045628711411764,4.500437197264423,3.0689850486659486e-07,True
ACVR1C,-5.33024705709078,1.5680858148105634e-08,8.535026257970587,3.2047792008798073,3.112434550773077e-07,True
CLSTN1,1.768273388656108,1.5842557149332484e-08,6.7089401788823535,8.477213567538461,3.1413037316136766e-07,True
RNF43,1.868188679632918,1.5944841302668417e-08,4.149143955588236,6.017332635221154,3.1561449367175774e-07,True
CHTF18,2.456811804930429,1.6663483831332573e-08,3.893346778117647,6.350158583048076,3.27740429718982e-07,True
GPATCH11,-2.138485189653564,1.7020267841653254e-08,6.332913620735295,4.194428431081731,3.33847230058176e-07,True
TNFAIP8L1,1.6888883288178729,1.760097853615347e-08,4.120652228470588,5.809540557288461,3.43679756885993e-07,True
MARVELD2,2.874237419365386,1.9629470245442637e-08,4.536866806,7.411104225365386,3.781688234729755e-07,True
EZR,1.8064897116864254,1.975805762210618e-08,4.555085104705882,6.361574816392308,3.7996940147045976e-07,True
CXADR,2.140732173370052,2.0168984685025622e-08,3.757947182882353,5.898679356252405,3.8752751657240614e-07,True
STAT5A,-2.045055708070702,2.0492548156381868e-08,6.554696098176471,4.509640390105769,3.930463469532994e-07,True
LAPTM4B,1.5489617328396497,2.147472455302624e-08,5.988848582088235,7.537810314927885,4.0970517257912055e-07,True
KIAA0895,1.6838926095718336,2.3074843842407224e-08,3.259633297764706,4.943525907336539,4.3638483088328696e-07,True
FAM162B,-2.6041447035407232,2.3725288645593072e-08,6.494127976117646,3.889983272576923,4.4595709804292447e-07,True
ADM,-3.116091943968325,2.42268462227058e-08,11.19144003735294,8.075348093384616,4.5420088217351814e-07,True
ADH1B,-4.650257616520642,2.4734134565228852e-08,8.712134433323527,4.061876816802885,4.629091706909396e-07,True
UBE2C,2.7869144063161784,2.5119490390760018e-08,5.502068012058823,8.288982418375001,4.697149305134771e-07,True
BARD1,1.5273132192381214,2.5433806038593212e-08,3.642462876117647,5.169776095355768,4.747716942579501e-07,True
ADAMTS5,-2.9538643172453343,2.5557573691135477e-08,7.695563208882354,4.74169889163702,4.762602125820121e-07,True
C1orf64,1.6137890383953604,2.5779628414622972e-08,3.711027016941177,5.324816055336537,4.791600178267766e-07,True
PYCARD,1.757156627069004,2.6152178574163588e-08,7.7177735854117655,9.47493021248077,4.848349472596652e-07,True
SCARA5,-3.805607762263009,2.66743533458955e-08,6.862892607509804,3.057284845246795,4.932475509730334e-07,True
SPINT2,4.198932057591061,2.7368119191518532e-08,6.782853408764706,10.981785466355767,5.052126780789279e-07,True
EFCAB4A,2.0983586761651587,2.7872724154124155e-08,4.631776079411764,6.730134755576922,5.114781507399391e-07,True
ITIH5,-4.273377784664311,3.025401752324895e-08,8.24388285379412,3.970505069129808,5.495765483757271e-07,True
FLNB,2.191347814343609,3.070040705703579e-08,6.065804281882353,8.257152096225962,5.558186666769617e-07,True
ATP1A1,1.901828315510178,3.101518349383439e-08,8.470663516470589,10.372491831980767,5.601114314600225e-07,True
BMPR1B,2.032257404444003,3.122712674453267e-08,3.633516453078432,5.665773857522435,5.63468629789795e-07,True
MIF,1.9353446431131207,3.172270586531557e-08,9.469711453117647,11.405056096230767,5.709823139734629e-07,True
CDO1,-3.49528263767138,3.423528156941077e-08,6.858103692911764,3.362821055240384,6.116270163123056e-07,True
MMD,-2.8317660231694006,3.567926828361329e-08,7.853248566558824,5.021482543389423,6.353259006715831e-07,True
HSPB2,-3.5558837107681,3.7199527237514286e-08,7.452285308941177,3.8964015981730773,6.591415002322862e-07,True
TOP2A,2.667344844467948,3.7363129712583295e-08,3.7328748166666665,6.4002196611346145,6.614986181110799e-07,True
SLC20A1,1.9391112416233032,3.8914677773320475e-08,5.7553908490882355,7.694502090711539,6.856018352001535e-07,True
CHMP4C,3.1560726892573534,3.9101539569656726e-08,4.354142666117647,7.510215355375,6.872151166446168e-07,True
IRF6,1.7846563832300153,3.966734136602807e-08,3.2222776340392154,5.006934017269231,6.96028329646405e-07,True
GOT2,1.707009823137442,4.0114808373003105e-08,6.989208255352942,8.696218078490384,7.02739983117346e-07,True
ISG15,2.464435544438915,4.0519505310000995e-08,8.16536211717647,10.629797661615385,7.081094486121741e-07,True
DCTN6,-1.8384983935854047,4.3736567938741324e-08,8.492112773941175,6.65361438035577,7.583029157335107e-07,True
ERBB3,1.6580333746803162,4.4183914662983116e-08,3.3428291726235293,5.0008625473038455,7.647351949869118e-07,True
CYB561,1.5360606012053157,4.5026133060411695e-08,5.36443663102353,6.900497232228846,7.780674031645423e-07,True
TTK,2.2025006889411767,4.6270840280069075e-08,3.0495214080588235,5.252022097,7.951307620804562e-07,True
